DateTime	Elapsed	PiezoValue	BucketFlip	BucketCount		
Wed Jul 20 20:48:40 2016	474733	20	0	0		
Wed Jul 20 20:48:40 2016	474739	33	0	0		
Wed Jul 20 20:48:40 2016	474745	33	0	0		
Wed Jul 20 20:48:40 2016	474751	32	0	0		
Wed Jul 20 20:48:40 2016	474757	29	0	0		
Wed Jul 20 20:48:40 2016	474763	31	0	0		
Wed Jul 20 20:48:40 2016	474769	30	0	0		
Wed Jul 20 20:48:40 2016	474775	30	0	0		
Wed Jul 20 20:48:40 2016	474781	29	0	0		
Wed Jul 20 20:48:40 2016	474787	29	0	0		
Wed Jul 20 20:48:40 2016	474793	28	0	0		
Wed Jul 20 20:48:40 2016	474799	29	0	0		
Wed Jul 20 20:48:40 2016	474805	29	0	0		
Wed Jul 20 20:48:40 2016	474811	29	0	0		
Wed Jul 20 20:48:40 2016	474817	28	0	0		
Wed Jul 20 20:48:40 2016	474823	28	0	0		
Wed Jul 20 20:48:40 2016	474829	27	0	0		
Wed Jul 20 20:48:40 2016	474835	28	0	0		
Wed Jul 20 20:48:40 2016	474841	27	0	0		
Wed Jul 20 20:48:40 2016	474847	29	0	0		
Wed Jul 20 20:48:40 2016	474853	28	0	0		
Wed Jul 20 20:48:40 2016	474859	27	0	0		
Wed Jul 20 20:48:40 2016	474865	28	0	0		
Wed Jul 20 20:48:40 2016	474871	27	0	0		
Wed Jul 20 20:48:40 2016	474877	26	0	0		
Wed Jul 20 20:48:40 2016	474883	27	0	0		
Wed Jul 20 20:48:40 2016	474889	27	0	0		
Wed Jul 20 20:48:40 2016	474895	27	0	0		
Wed Jul 20 20:48:40 2016	474901	24	0	0		
Wed Jul 20 20:48:40 2016	474907	34	0	0		
Wed Jul 20 20:48:40 2016	474913	34	0	0		
Wed Jul 20 20:48:40 2016	474919	31	0	0		
Wed Jul 20 20:48:40 2016	474925	34	0	0		
Wed Jul 20 20:48:40 2016	474931	39	0	0		
Wed Jul 20 20:48:40 2016	474937	37	0	0		
Wed Jul 20 20:48:40 2016	474943	34	0	0		
Wed Jul 20 20:48:40 2016	474949	31	0	0		
Wed Jul 20 20:48:40 2016	474955	31	0	0		
Wed Jul 20 20:48:40 2016	474961	22	0	0		
Wed Jul 20 20:48:40 2016	474967	36	0	0		
Wed Jul 20 20:48:40 2016	474973	36	0	0		
Wed Jul 20 20:48:40 2016	474979	34	0	0		
Wed Jul 20 20:48:40 2016	474985	33	0	0		
Wed Jul 20 20:48:40 2016	474991	33	0	0		
Wed Jul 20 20:48:40 2016	474997	31	0	0		
Wed Jul 20 20:48:40 2016	475003	30	0	0		
Wed Jul 20 20:48:40 2016	475009	28	0	0		
Wed Jul 20 20:48:40 2016	475015	43	0	0		
Wed Jul 20 20:48:40 2016	475021	40	0	0		
Wed Jul 20 20:48:40 2016	475027	36	0	0		
Wed Jul 20 20:48:40 2016	475033	27	0	0		
Wed Jul 20 20:48:40 2016	475039	45	0	0		
Wed Jul 20 20:48:40 2016	475045	42	0	0		
Wed Jul 20 20:48:40 2016	475051	37	0	0		
Wed Jul 20 20:48:40 2016	475057	35	0	0		
Wed Jul 20 20:48:40 2016	475063	39	0	0		
Wed Jul 20 20:48:40 2016	475069	37	0	0		
Wed Jul 20 20:48:40 2016	475075	40	0	0		
Wed Jul 20 20:48:40 2016	475081	35	0	0		
Wed Jul 20 20:48:40 2016	475087	35	0	0		
Wed Jul 20 20:48:40 2016	475093	34	0	0		
Wed Jul 20 20:48:40 2016	475099	33	0	0		
Wed Jul 20 20:48:40 2016	475105	34	0	0		
Wed Jul 20 20:48:41 2016	475111	33	0	0		
Wed Jul 20 20:48:41 2016	475117	32	0	0		
Wed Jul 20 20:48:41 2016	475123	32	0	0		
Wed Jul 20 20:48:41 2016	475129	22	0	0		
Wed Jul 20 20:48:41 2016	475135	37	0	0		
Wed Jul 20 20:48:41 2016	475141	47	0	0		
Wed Jul 20 20:48:41 2016	475147	43	0	0		
Wed Jul 20 20:48:41 2016	475153	40	0	0		
Wed Jul 20 20:48:41 2016	475159	38	0	0		
Wed Jul 20 20:48:41 2016	475165	36	0	0		
Wed Jul 20 20:48:41 2016	475171	34	0	0		
Wed Jul 20 20:48:41 2016	475177	35	0	0		
Wed Jul 20 20:48:41 2016	475183	34	0	0		
Wed Jul 20 20:48:41 2016	475189	33	0	0		
Wed Jul 20 20:48:41 2016	475195	32	0	0		
Wed Jul 20 20:48:41 2016	475201	33	0	0		
Wed Jul 20 20:48:41 2016	475207	35	0	0		
Wed Jul 20 20:48:41 2016	475213	37	0	0		
Wed Jul 20 20:48:41 2016	475219	35	0	0		
Wed Jul 20 20:48:41 2016	475225	37	0	0		
Wed Jul 20 20:48:41 2016	475231	34	0	0		
Wed Jul 20 20:48:41 2016	475237	34	0	0		
Wed Jul 20 20:48:41 2016	475243	32	0	0		
Wed Jul 20 20:48:41 2016	475249	33	0	0		
Wed Jul 20 20:48:41 2016	475255	33	0	0		
Wed Jul 20 20:48:41 2016	475261	31	0	0		
Wed Jul 20 20:48:41 2016	475267	32	0	0		
Wed Jul 20 20:48:41 2016	475273	32	0	0		
Wed Jul 20 20:48:41 2016	475279	32	0	0		
Wed Jul 20 20:48:41 2016	475285	32	0	0		
Wed Jul 20 20:48:41 2016	475291	32	0	0		
Wed Jul 20 20:48:41 2016	475297	31	0	0		
Wed Jul 20 20:48:41 2016	475303	32	0	0		
Wed Jul 20 20:48:41 2016	475309	43	0	0		
Wed Jul 20 20:48:41 2016	475315	33	0	0		
Wed Jul 20 20:48:41 2016	475321	30	0	0		
Wed Jul 20 20:48:41 2016	475327	34	0	0		
Wed Jul 20 20:48:41 2016	475333	32	0	0		
Wed Jul 20 20:48:41 2016	475339	31	0	0		
Wed Jul 20 20:48:41 2016	475345	31	0	0		
Wed Jul 20 20:48:41 2016	475351	30	0	0		
Wed Jul 20 20:48:41 2016	475357	30	0	0		
Wed Jul 20 20:48:41 2016	475363	29	0	0		
Wed Jul 20 20:48:41 2016	475369	30	0	0		
Wed Jul 20 20:48:41 2016	475375	29	0	0		
Wed Jul 20 20:48:41 2016	475381	31	0	0		
Wed Jul 20 20:48:41 2016	475387	38	0	0		
Wed Jul 20 20:48:41 2016	475393	30	0	0		
Wed Jul 20 20:48:41 2016	475399	29	0	0		
Wed Jul 20 20:48:41 2016	475405	29	0	0		
Wed Jul 20 20:48:41 2016	475411	29	0	0		
Wed Jul 20 20:48:41 2016	475417	29	0	0		
Wed Jul 20 20:48:41 2016	475423	29	0	0		
Wed Jul 20 20:48:41 2016	475429	17	0	0		
Wed Jul 20 20:48:41 2016	475435	40	0	0		
Wed Jul 20 20:48:41 2016	475441	38	0	0		
Wed Jul 20 20:48:41 2016	475447	35	0	0		
Wed Jul 20 20:48:41 2016	475453	34	0	0		
Wed Jul 20 20:48:41 2016	475459	33	0	0		
Wed Jul 20 20:48:41 2016	475465	32	0	0		
Wed Jul 20 20:48:41 2016	475471	34	0	0		
Wed Jul 20 20:48:41 2016	475477	31	0	0		
Wed Jul 20 20:48:41 2016	475483	32	0	0		
Wed Jul 20 20:48:41 2016	475489	31	0	0		
Wed Jul 20 20:48:41 2016	475495	30	0	0		
Wed Jul 20 20:48:41 2016	475501	30	0	0		
Wed Jul 20 20:48:41 2016	475507	31	0	0		
Wed Jul 20 20:48:41 2016	475513	29	0	0		
Wed Jul 20 20:48:41 2016	475519	31	0	0		
Wed Jul 20 20:48:41 2016	475525	30	0	0		
Wed Jul 20 20:48:41 2016	475531	30	0	0		
Wed Jul 20 20:48:41 2016	475537	30	0	0		
Wed Jul 20 20:48:41 2016	475543	29	0	0		
Wed Jul 20 20:48:41 2016	475549	30	0	0		
Wed Jul 20 20:48:41 2016	475555	41	0	0		
Wed Jul 20 20:48:41 2016	475561	30	0	0		
Wed Jul 20 20:48:41 2016	475567	30	0	0		
Wed Jul 20 20:48:41 2016	475573	30	0	0		
Wed Jul 20 20:48:41 2016	475579	29	0	0		
Wed Jul 20 20:48:41 2016	475585	30	0	0		
Wed Jul 20 20:48:41 2016	475591	35	0	0		
Wed Jul 20 20:48:41 2016	475597	32	0	0		
Wed Jul 20 20:48:41 2016	475603	31	0	0		
Wed Jul 20 20:48:41 2016	475609	30	0	0		
Wed Jul 20 20:48:41 2016	475615	33	0	0		
Wed Jul 20 20:48:41 2016	475621	30	0	0		
Wed Jul 20 20:48:41 2016	475627	36	0	0		
Wed Jul 20 20:48:41 2016	475633	32	0	0		
Wed Jul 20 20:48:41 2016	475639	40	0	0		
Wed Jul 20 20:48:41 2016	475645	32	0	0		
Wed Jul 20 20:48:41 2016	475651	29	0	0		
Wed Jul 20 20:48:41 2016	475657	30	0	0		
Wed Jul 20 20:48:41 2016	475663	33	0	0		
Wed Jul 20 20:48:41 2016	475669	32	0	0		
Wed Jul 20 20:48:41 2016	475675	32	0	0		
Wed Jul 20 20:48:41 2016	475681	31	0	0		
Wed Jul 20 20:48:41 2016	475687	30	0	0		
Wed Jul 20 20:48:41 2016	475693	31	0	0		
Wed Jul 20 20:48:41 2016	475699	30	0	0		
Wed Jul 20 20:48:41 2016	475705	29	0	0		
Wed Jul 20 20:48:41 2016	475711	29	0	0		
Wed Jul 20 20:48:41 2016	475717	29	0	0		
Wed Jul 20 20:48:41 2016	475723	28	0	0		
Wed Jul 20 20:48:41 2016	475729	29	0	0		
Wed Jul 20 20:48:41 2016	475735	30	0	0		
Wed Jul 20 20:48:41 2016	475741	29	0	0		
Wed Jul 20 20:48:41 2016	475747	29	0	0		
Wed Jul 20 20:48:41 2016	475753	28	0	0		
Wed Jul 20 20:48:41 2016	475759	28	0	0		
Wed Jul 20 20:48:41 2016	475765	30	0	0		
Wed Jul 20 20:48:41 2016	475771	28	0	0		
Wed Jul 20 20:48:41 2016	475777	28	0	0		
Wed Jul 20 20:48:41 2016	475783	28	0	0		
Wed Jul 20 20:48:41 2016	475789	29	0	0		
Wed Jul 20 20:48:41 2016	475795	28	0	0		
Wed Jul 20 20:48:41 2016	475801	28	0	0		
Wed Jul 20 20:48:41 2016	475807	28	0	0		
Wed Jul 20 20:48:41 2016	475813	28	0	0		
Wed Jul 20 20:48:41 2016	475819	28	0	0		
Wed Jul 20 20:48:41 2016	475825	28	0	0		
Wed Jul 20 20:48:41 2016	475831	28	0	0		
Wed Jul 20 20:48:41 2016	475837	27	0	0		
Wed Jul 20 20:48:41 2016	475843	27	0	0		
Wed Jul 20 20:48:41 2016	475849	27	0	0		
Wed Jul 20 20:48:41 2016	475855	29	0	0		
Wed Jul 20 20:48:41 2016	475861	29	0	0		
Wed Jul 20 20:48:41 2016	475867	29	0	0		
Wed Jul 20 20:48:41 2016	475873	27	0	0		
Wed Jul 20 20:48:41 2016	475879	27	0	0		
Wed Jul 20 20:48:41 2016	475885	28	0	0		
Wed Jul 20 20:48:41 2016	475891	28	0	0		
Wed Jul 20 20:48:41 2016	475897	27	0	0		
Wed Jul 20 20:48:41 2016	475903	28	0	0		
Wed Jul 20 20:48:41 2016	475909	28	0	0		
Wed Jul 20 20:48:41 2016	475915	35	0	0		
Wed Jul 20 20:48:41 2016	475921	32	0	0		
Wed Jul 20 20:48:41 2016	475927	31	0	0		
Wed Jul 20 20:48:41 2016	475933	29	0	0		
Wed Jul 20 20:48:41 2016	475939	30	0	0		
Wed Jul 20 20:48:41 2016	475945	29	0	0		
Wed Jul 20 20:48:41 2016	475951	28	0	0		
Wed Jul 20 20:48:41 2016	475957	28	0	0		
Wed Jul 20 20:48:41 2016	475963	28	0	0		
Wed Jul 20 20:48:41 2016	475969	0	0	0		
Wed Jul 20 20:48:41 2016	475975	45	0	0		
Wed Jul 20 20:48:41 2016	475981	45	0	0		
Wed Jul 20 20:48:41 2016	475987	39	0	0		
Wed Jul 20 20:48:41 2016	475993	35	0	0		
Wed Jul 20 20:48:41 2016	475999	32	0	0		
Wed Jul 20 20:48:41 2016	476005	32	0	0		
Wed Jul 20 20:48:41 2016	476011	31	0	0		
Wed Jul 20 20:48:41 2016	476017	29	0	0		
Wed Jul 20 20:48:41 2016	476023	31	0	0		
Wed Jul 20 20:48:41 2016	476029	30	0	0		
Wed Jul 20 20:48:41 2016	476035	30	0	0		
Wed Jul 20 20:48:41 2016	476041	28	0	0		
Wed Jul 20 20:48:41 2016	476047	36	0	0		
Wed Jul 20 20:48:41 2016	476053	44	0	0		
Wed Jul 20 20:48:41 2016	476059	36	0	0		
Wed Jul 20 20:48:41 2016	476065	33	0	0		
Wed Jul 20 20:48:41 2016	476071	31	0	0		
Wed Jul 20 20:48:41 2016	476077	32	0	0		
Wed Jul 20 20:48:41 2016	476083	30	0	0		
Wed Jul 20 20:48:41 2016	476089	30	0	0		
Wed Jul 20 20:48:41 2016	476095	29	0	0		
Wed Jul 20 20:48:41 2016	476101	31	0	0		
Wed Jul 20 20:48:41 2016	476107	31	0	0		
Wed Jul 20 20:48:42 2016	476113	30	0	0		
Wed Jul 20 20:48:42 2016	476119	30	0	0		
Wed Jul 20 20:48:42 2016	476125	30	0	0		
Wed Jul 20 20:48:42 2016	476131	30	0	0		
Wed Jul 20 20:48:42 2016	476137	28	0	0		
Wed Jul 20 20:48:42 2016	476143	29	0	0		
Wed Jul 20 20:48:42 2016	476149	29	0	0		
Wed Jul 20 20:48:42 2016	476155	29	0	0		
Wed Jul 20 20:48:42 2016	476161	29	0	0		
Wed Jul 20 20:48:42 2016	476167	30	0	0		
Wed Jul 20 20:48:42 2016	476173	29	0	0		
Wed Jul 20 20:48:42 2016	476179	29	0	0		
Wed Jul 20 20:48:42 2016	476185	29	0	0		
Wed Jul 20 20:48:42 2016	476191	28	0	0		
Wed Jul 20 20:48:42 2016	476197	29	0	0		
Wed Jul 20 20:48:42 2016	476203	28	0	0		
Wed Jul 20 20:48:42 2016	476209	29	0	0		
Wed Jul 20 20:48:42 2016	476215	28	0	0		
Wed Jul 20 20:48:42 2016	476221	30	0	0		
Wed Jul 20 20:48:42 2016	476227	28	0	0		
Wed Jul 20 20:48:42 2016	476233	28	0	0		
Wed Jul 20 20:48:42 2016	476239	28	0	0		
Wed Jul 20 20:48:42 2016	476245	28	0	0		
Wed Jul 20 20:48:42 2016	476251	28	0	0		
Wed Jul 20 20:48:42 2016	476257	28	0	0		
Wed Jul 20 20:48:42 2016	476263	27	0	0		
Wed Jul 20 20:48:42 2016	476269	28	0	0		
Wed Jul 20 20:48:42 2016	476275	28	0	0		
Wed Jul 20 20:48:42 2016	476281	27	0	0		
Wed Jul 20 20:48:42 2016	476287	27	0	0		
Wed Jul 20 20:48:42 2016	476293	29	0	0		
Wed Jul 20 20:48:42 2016	476299	27	0	0		
Wed Jul 20 20:48:42 2016	476305	17	0	0		
Wed Jul 20 20:48:42 2016	476311	58	0	0		
Wed Jul 20 20:48:42 2016	476317	56	0	0		
Wed Jul 20 20:48:42 2016	476323	43	0	0		
Wed Jul 20 20:48:42 2016	476329	38	0	0		
Wed Jul 20 20:48:42 2016	476335	35	0	0		
Wed Jul 20 20:48:42 2016	476341	34	0	0		
Wed Jul 20 20:48:42 2016	476347	33	0	0		
Wed Jul 20 20:48:42 2016	476353	33	0	0		
Wed Jul 20 20:48:42 2016	476359	32	0	0		
Wed Jul 20 20:48:42 2016	476365	31	0	0		
Wed Jul 20 20:48:42 2016	476371	31	0	0		
Wed Jul 20 20:48:42 2016	476377	30	0	0		
Wed Jul 20 20:48:42 2016	476383	30	0	0		
Wed Jul 20 20:48:42 2016	476389	31	0	0		
Wed Jul 20 20:48:42 2016	476395	30	0	0		
Wed Jul 20 20:48:42 2016	476401	42	0	0		
Wed Jul 20 20:48:42 2016	476407	31	0	0		
Wed Jul 20 20:48:42 2016	476413	28	0	0		
Wed Jul 20 20:48:42 2016	476419	28	0	0		
Wed Jul 20 20:48:42 2016	476425	29	0	0		
Wed Jul 20 20:48:42 2016	476431	29	0	0		
Wed Jul 20 20:48:42 2016	476437	30	0	0		
Wed Jul 20 20:48:42 2016	476443	29	0	0		
Wed Jul 20 20:48:42 2016	476449	29	0	0		
Wed Jul 20 20:48:42 2016	476455	29	0	0		
Wed Jul 20 20:48:42 2016	476461	28	0	0		
Wed Jul 20 20:48:42 2016	476467	30	0	0		
Wed Jul 20 20:48:42 2016	476473	28	0	0		
Wed Jul 20 20:48:42 2016	476479	28	0	0		
Wed Jul 20 20:48:42 2016	476485	28	0	0		
Wed Jul 20 20:48:42 2016	476491	35	0	0		
Wed Jul 20 20:48:42 2016	476497	29	0	0		
Wed Jul 20 20:48:42 2016	476503	27	0	0		
Wed Jul 20 20:48:42 2016	476509	28	0	0		
Wed Jul 20 20:48:42 2016	476515	28	0	0		
Wed Jul 20 20:48:42 2016	476521	29	0	0		
Wed Jul 20 20:48:42 2016	476527	28	0	0		
Wed Jul 20 20:48:42 2016	476533	30	0	0		
Wed Jul 20 20:48:42 2016	476539	27	0	0		
Wed Jul 20 20:48:42 2016	476545	29	0	0		
Wed Jul 20 20:48:42 2016	476551	29	0	0		
Wed Jul 20 20:48:42 2016	476557	30	0	0		
Wed Jul 20 20:48:42 2016	476563	29	0	0		
Wed Jul 20 20:48:42 2016	476569	29	0	0		
Wed Jul 20 20:48:42 2016	476575	29	0	0		
Wed Jul 20 20:48:42 2016	476581	28	0	0		
Wed Jul 20 20:48:42 2016	476587	28	0	0		
Wed Jul 20 20:48:42 2016	476593	28	0	0		
Wed Jul 20 20:48:42 2016	476599	29	0	0		
Wed Jul 20 20:48:42 2016	476605	28	0	0		
Wed Jul 20 20:48:42 2016	476611	27	0	0		
Wed Jul 20 20:48:42 2016	476617	32	0	0		
Wed Jul 20 20:48:42 2016	476623	29	0	0		
Wed Jul 20 20:48:42 2016	476629	28	0	0		
Wed Jul 20 20:48:42 2016	476635	29	0	0		
Wed Jul 20 20:48:42 2016	476641	28	0	0		
Wed Jul 20 20:48:42 2016	476647	27	0	0		
Wed Jul 20 20:48:42 2016	476653	27	0	0		
Wed Jul 20 20:48:42 2016	476659	29	0	0		
Wed Jul 20 20:48:42 2016	476665	28	0	0		
Wed Jul 20 20:48:42 2016	476671	27	0	0		
Wed Jul 20 20:48:42 2016	476677	27	0	0		
Wed Jul 20 20:48:42 2016	476683	27	0	0		
Wed Jul 20 20:48:42 2016	476689	28	0	0		
Wed Jul 20 20:48:42 2016	476695	27	0	0		
Wed Jul 20 20:48:42 2016	476701	26	0	0		
Wed Jul 20 20:48:42 2016	476707	28	0	0		
Wed Jul 20 20:48:42 2016	476713	28	0	0		
Wed Jul 20 20:48:42 2016	476719	28	0	0		
Wed Jul 20 20:48:42 2016	476725	27	0	0		
Wed Jul 20 20:48:42 2016	476731	27	0	0		
Wed Jul 20 20:48:42 2016	476737	27	0	0		
Wed Jul 20 20:48:42 2016	476743	26	0	0		
Wed Jul 20 20:48:42 2016	476749	27	0	0		
Wed Jul 20 20:48:42 2016	476755	28	0	0		
Wed Jul 20 20:48:42 2016	476761	29	0	0		
Wed Jul 20 20:48:42 2016	476767	28	0	0		
Wed Jul 20 20:48:42 2016	476773	27	0	0		
Wed Jul 20 20:48:42 2016	476779	28	0	0		
Wed Jul 20 20:48:42 2016	476785	28	0	0		
Wed Jul 20 20:48:42 2016	476791	28	0	0		
Wed Jul 20 20:48:42 2016	476797	27	0	0		
Wed Jul 20 20:48:42 2016	476803	28	0	0		
Wed Jul 20 20:48:42 2016	476809	26	0	0		
Wed Jul 20 20:48:42 2016	476815	27	0	0		
Wed Jul 20 20:48:42 2016	476821	27	0	0		
Wed Jul 20 20:48:42 2016	476827	28	0	0		
Wed Jul 20 20:48:42 2016	476833	28	0	0		
Wed Jul 20 20:48:42 2016	476839	28	0	0		
Wed Jul 20 20:48:42 2016	476845	29	0	0		
Wed Jul 20 20:48:42 2016	476851	28	0	0		
Wed Jul 20 20:48:42 2016	476857	27	0	0		
Wed Jul 20 20:48:42 2016	476863	28	0	0		
Wed Jul 20 20:48:42 2016	476869	27	0	0		
Wed Jul 20 20:48:42 2016	476875	27	0	0		
Wed Jul 20 20:48:42 2016	476881	28	0	0		
Wed Jul 20 20:48:42 2016	476887	27	0	0		
Wed Jul 20 20:48:42 2016	476893	27	0	0		
Wed Jul 20 20:48:42 2016	476899	27	0	0		
Wed Jul 20 20:48:42 2016	476905	26	0	0		
Wed Jul 20 20:48:42 2016	476911	29	0	0		
Wed Jul 20 20:48:42 2016	476917	27	0	0		
Wed Jul 20 20:48:42 2016	476923	28	0	0		
Wed Jul 20 20:48:42 2016	476929	27	0	0		
Wed Jul 20 20:48:42 2016	476935	31	0	0		
Wed Jul 20 20:48:42 2016	476941	29	0	0		
Wed Jul 20 20:48:42 2016	476947	28	0	0		
Wed Jul 20 20:48:42 2016	476953	27	0	0		
Wed Jul 20 20:48:42 2016	476959	26	0	0		
Wed Jul 20 20:48:42 2016	476965	26	0	0		
Wed Jul 20 20:48:42 2016	476971	26	0	0		
Wed Jul 20 20:48:42 2016	476977	28	0	0		
Wed Jul 20 20:48:42 2016	476983	27	0	0		
Wed Jul 20 20:48:42 2016	476989	27	0	0		
Wed Jul 20 20:48:42 2016	476995	27	0	0		
Wed Jul 20 20:48:42 2016	477001	26	0	0		
Wed Jul 20 20:48:42 2016	477007	27	0	0		
Wed Jul 20 20:48:42 2016	477013	32	0	0		
Wed Jul 20 20:48:42 2016	477019	27	0	0		
Wed Jul 20 20:48:42 2016	477025	27	0	0		
Wed Jul 20 20:48:42 2016	477031	36	0	0		
Wed Jul 20 20:48:42 2016	477037	29	0	0		
Wed Jul 20 20:48:42 2016	477043	26	0	0		
Wed Jul 20 20:48:42 2016	477049	27	0	0		
Wed Jul 20 20:48:42 2016	477055	26	0	0		
Wed Jul 20 20:48:42 2016	477061	26	0	0		
Wed Jul 20 20:48:42 2016	477067	28	0	0		
Wed Jul 20 20:48:42 2016	477073	27	0	0		
Wed Jul 20 20:48:42 2016	477079	27	0	0		
Wed Jul 20 20:48:42 2016	477085	27	0	0		
Wed Jul 20 20:48:42 2016	477091	28	0	0		
Wed Jul 20 20:48:42 2016	477097	28	0	0		
Wed Jul 20 20:48:42 2016	477103	30	0	0		
Wed Jul 20 20:48:43 2016	477109	30	0	0		
Wed Jul 20 20:48:43 2016	477115	28	0	0		
Wed Jul 20 20:48:43 2016	477121	29	0	0		
Wed Jul 20 20:48:43 2016	477127	30	0	0		
Wed Jul 20 20:48:43 2016	477133	28	0	0		
Wed Jul 20 20:48:43 2016	477139	28	0	0		
Wed Jul 20 20:48:43 2016	477145	27	0	0		
Wed Jul 20 20:48:43 2016	477151	27	0	0		
Wed Jul 20 20:48:43 2016	477157	27	0	0		
Wed Jul 20 20:48:43 2016	477163	28	0	0		
Wed Jul 20 20:48:43 2016	477169	27	0	0		
Wed Jul 20 20:48:43 2016	477175	27	0	0		
Wed Jul 20 20:48:43 2016	477181	39	0	0		
Wed Jul 20 20:48:43 2016	477187	26	0	0		
Wed Jul 20 20:48:43 2016	477193	26	0	0		
Wed Jul 20 20:48:43 2016	477199	26	0	0		
Wed Jul 20 20:48:43 2016	477205	27	0	0		
Wed Jul 20 20:48:43 2016	477211	27	0	0		
Wed Jul 20 20:48:43 2016	477217	28	0	0		
Wed Jul 20 20:48:43 2016	477223	27	0	0		
Wed Jul 20 20:48:43 2016	477229	27	0	0		
Wed Jul 20 20:48:43 2016	477235	27	0	0		
Wed Jul 20 20:48:43 2016	477241	28	0	0		
Wed Jul 20 20:48:43 2016	477247	27	0	0		
Wed Jul 20 20:48:43 2016	477253	26	0	0		
Wed Jul 20 20:48:43 2016	477259	28	0	0		
Wed Jul 20 20:48:43 2016	477265	28	0	0		
Wed Jul 20 20:48:43 2016	477271	26	0	0		
Wed Jul 20 20:48:43 2016	477277	26	0	0		
Wed Jul 20 20:48:43 2016	477283	26	0	0		
Wed Jul 20 20:48:43 2016	477289	28	0	0		
Wed Jul 20 20:48:43 2016	477295	27	0	0		
Wed Jul 20 20:48:43 2016	477301	26	0	0		
Wed Jul 20 20:48:43 2016	477307	27	0	0		
Wed Jul 20 20:48:43 2016	477313	28	0	0		
Wed Jul 20 20:48:43 2016	477319	27	0	0		
Wed Jul 20 20:48:43 2016	477325	29	0	0		
Wed Jul 20 20:48:43 2016	477331	27	0	0		
Wed Jul 20 20:48:43 2016	477337	28	0	0		
Wed Jul 20 20:48:43 2016	477343	37	0	0		
Wed Jul 20 20:48:43 2016	477349	26	0	0		
Wed Jul 20 20:48:43 2016	477355	25	0	0		
Wed Jul 20 20:48:43 2016	477361	27	0	0		
Wed Jul 20 20:48:43 2016	477367	29	0	0		
Wed Jul 20 20:48:43 2016	477373	27	0	0		
Wed Jul 20 20:48:43 2016	477379	27	0	0		
Wed Jul 20 20:48:43 2016	477385	27	0	0		
Wed Jul 20 20:48:43 2016	477391	27	0	0		
Wed Jul 20 20:48:43 2016	477397	27	0	0		
Wed Jul 20 20:48:43 2016	477403	27	0	0		
Wed Jul 20 20:48:43 2016	477409	26	0	0		
Wed Jul 20 20:48:43 2016	477415	27	0	0		
Wed Jul 20 20:48:43 2016	477421	27	0	0		
Wed Jul 20 20:48:43 2016	477427	25	0	0		
Wed Jul 20 20:48:43 2016	477433	26	0	0		
Wed Jul 20 20:48:43 2016	477439	26	0	0		
Wed Jul 20 20:48:43 2016	477445	27	0	0		
Wed Jul 20 20:48:43 2016	477451	22	0	0		
Wed Jul 20 20:48:43 2016	477457	34	0	0		
Wed Jul 20 20:48:43 2016	477463	33	0	0		
Wed Jul 20 20:48:43 2016	477469	32	0	0		
Wed Jul 20 20:48:43 2016	477475	29	0	0		
Wed Jul 20 20:48:43 2016	477481	30	0	0		
Wed Jul 20 20:48:43 2016	477487	28	0	0		
Wed Jul 20 20:48:43 2016	477493	27	0	0		
Wed Jul 20 20:48:43 2016	477499	25	0	0		
Wed Jul 20 20:48:43 2016	477505	28	0	0		
Wed Jul 20 20:48:43 2016	477511	31	0	0		
Wed Jul 20 20:48:43 2016	477517	29	0	0		
Wed Jul 20 20:48:43 2016	477523	30	0	0		
Wed Jul 20 20:48:43 2016	477529	30	0	0		
Wed Jul 20 20:48:43 2016	477535	28	0	0		
Wed Jul 20 20:48:43 2016	477541	28	0	0		
Wed Jul 20 20:48:43 2016	477547	22	0	0		
Wed Jul 20 20:48:43 2016	477553	34	0	0		
Wed Jul 20 20:48:43 2016	477559	33	0	0		
Wed Jul 20 20:48:43 2016	477565	32	0	0		
Wed Jul 20 20:48:43 2016	477571	36	0	0		
Wed Jul 20 20:48:43 2016	477577	30	0	0		
Wed Jul 20 20:48:43 2016	477583	23	0	0		
Wed Jul 20 20:48:43 2016	477589	37	0	0		
Wed Jul 20 20:48:43 2016	477595	36	0	0		
Wed Jul 20 20:48:43 2016	477601	32	0	0		
Wed Jul 20 20:48:43 2016	477607	31	0	0		
Wed Jul 20 20:48:43 2016	477613	29	0	0		
Wed Jul 20 20:48:43 2016	477619	30	0	0		
Wed Jul 20 20:48:43 2016	477625	30	0	0		
Wed Jul 20 20:48:43 2016	477631	30	0	0		
Wed Jul 20 20:48:43 2016	477637	29	0	0		
Wed Jul 20 20:48:43 2016	477643	30	0	0		
Wed Jul 20 20:48:43 2016	477649	33	0	0		
Wed Jul 20 20:48:43 2016	477655	31	0	0		
Wed Jul 20 20:48:43 2016	477661	31	0	0		
Wed Jul 20 20:48:43 2016	477667	31	0	0		
Wed Jul 20 20:48:43 2016	477673	29	0	0		
Wed Jul 20 20:48:43 2016	477679	46	0	0		
Wed Jul 20 20:48:43 2016	477685	29	0	0		
Wed Jul 20 20:48:43 2016	477691	27	0	0		
Wed Jul 20 20:48:43 2016	477697	28	0	0		
Wed Jul 20 20:48:43 2016	477703	30	0	0		
Wed Jul 20 20:48:43 2016	477709	30	0	0		
Wed Jul 20 20:48:43 2016	477715	31	0	0		
